Code,Area,Year,Income,Net additions,Persons per dwelling,Rent,Waiting_list,Income/Rent ratio
E09000002,Barking and Dagenham,2006,23431.2,306.6999999999971,2.3879571428571427,4079.92,7689,5.743053785368341
E09000003,Barnet,2006,21080.8,487.6000000000058,2.4503777777777778,4299.360000000001,16470,4.903241412675374
E09000004,Bexley,2006,19302.4,312.6000000000058,2.4008602150537635,3926.52,5955,4.915905178122103
E09000005,Brent,2006,23140.0,1202.1000000000058,2.5841495327102804,4115.28,16398,5.622946676775335
E09000006,Bromley,2006,19188.0,952.2000000000116,2.2974274809160304,4056.52,4282,4.730162799641072
E09000007,Camden,2006,29104.4,647.1000000000058,2.19825,4331.08,9562,6.719894345059432
E09000008,Croydon,2006,21439.6,752.6000000000058,2.3807622377622377,4427.8,9271,4.842043452730475
E09000009,Ealing,2006,22807.2,1367.699999999997,2.563650406504065,4329.52,15936,5.2678356954119625
E09000010,Enfield,2006,20711.6,1053.8999999999942,2.435838983050848,4258.8,7055,4.863247863247863
E09000011,Greenwich,2006,21470.8,737.8999999999942,2.316732673267327,4087.2,10239,5.253180661577608
E09000012,Hackney,2006,26925.6,1450.5565012377774,2.3424787234042554,3923.92,8815,6.861913596607474
E09000013,Hammersmith and Fulham,2006,26904.8,654.3000000000029,2.2110759493670886,4007.64,7795,6.713377449072272
E09000014,Haringey,2006,20992.4,1487.684298007793,2.379326530612245,3964.48,24939,5.295120671563484
E09000015,Harrow,2006,20971.6,709.1000000000058,2.6943614457831324,4278.56,5533,4.901555663587748
E09000016,Havering,2006,18590.0,940.469338677358,2.3770625,4253.599999999999,3876,4.370415647921761
E09000017,Hillingdon,2006,23883.6,284.5,2.518683168316832,4372.16,7136,5.4626546146527115
E09000018,Hounslow,2006,23181.6,1741.199999999997,2.534733333333333,4215.639999999999,11666,5.498951523374862
E09000019,Islington,2006,29874.0,1830.300000000003,2.0818314606741573,3925.48,8489,7.6102795072194995
E09000020,Kensington and Chelsea,2006,21678.8,34.69999999999709,1.944058823529412,3869.84,10798,5.601988712711636
E09000021,Kingston upon Thames,2006,21429.2,297.59999999999854,2.401046875,4357.08,5726,4.918248000954768
E09000022,Lambeth,2006,26187.2,1348.0,2.244192,3781.44,13611,6.925192519251925
E09000023,Lewisham,2006,21294.0,654.5,2.282973451327434,3892.72,17535,5.47021106064654
E09000024,Merton,2006,19786.0,-6.80000000000291,2.3767901234567903,4226.56,3278,4.68134842519685
E09000025,Newham,2006,22386.0,720.3999999999942,2.6325918367346937,4148.56,29574,5.396089245424918
E09000026,Redbridge,2006,20384.0,1022.1999999999972,2.608061224489796,4353.96,10807,4.681715036426609
E09000027,Richmond upon Thames,2006,21938.8,285.8000000000029,2.2533333333333334,3998.8,5726,5.486345903771131
E09000028,Southwark,2006,28329.6,2311.100000000006,2.346956140350877,3986.32,8057,7.106704930863553
E09000029,Sutton,2006,21075.6,135.39999999999418,2.344641025641025,4120.48,3408,5.114840989399293
E09000030,Tower Hamlets,2006,35250.8,3017.0,2.4,3938.48,12926,8.950356482703988
E09000031,Waltham Forest,2006,19500.0,922.3000000000028,2.4545851063829787,4035.72,11059,4.831851565519908
E09000032,Wandsworth,2006,23379.2,1702.6000000000058,2.26407874015748,4230.72,8952,5.526057030481809
E09000033,Westminster,2006,28496.0,1562.699999999997,2.0257181818181818,4176.12,7240,6.823558709998755
E09000001,City of London,2007,42354.0,46.099999999999454,1.5214,4496.96,1344,9.41836262719704
E09000002,Barking and Dagenham,2007,25604.8,715.6999999999971,2.414728571428572,4235.400000000001,9185,6.045426642111724
E09000003,Barnet,2007,20763.6,1251.6000000000058,2.480274074074074,4463.68,17909,4.651677539608573
E09000004,Bexley,2007,19531.2,332.59999999999127,2.389627659574468,4085.64,6115,4.78045055364643
E09000005,Brent,2007,22375.6,1067.0999999999913,2.622898148148148,4347.72,18609,5.146513574931228
E09000006,Bromley,2007,18969.6,773.1999999999825,2.292613636363636,4312.88,4427,4.398360260429225
E09000007,Camden,2007,28901.6,519.0999999999913,2.180618556701031,4520.88,10442,6.392914653784218
E09000008,Croydon,2007,21034.0,1182.6000000000058,2.3890902777777776,4587.96,9776,4.584608409837924
E09000009,Ealing,2007,23873.2,1419.699999999997,2.5699274193548387,4437.68,20653,5.37965783923131
E09000010,Enfield,2007,21840.0,1278.9000000000087,2.4498655462184877,4415.84,6986,4.945831370701836
E09000011,Greenwich,2007,23446.8,325.9000000000088,2.318970588235294,4204.72,12178,5.576304724214691
E09000012,Hackney,2007,25906.4,1910.5565012377772,2.3629473684210525,4080.96,8565,6.348114169215087
E09000013,Hammersmith and Fulham,2007,28100.8,541.3000000000029,2.2059,4227.599999999999,8104,6.646986469864699
E09000014,Haringey,2007,22490.0,1132.684298007778,2.36793,4167.28,10252,5.39680559021712
E09000015,Harrow,2007,20571.2,463.09999999999127,2.694702380952381,4345.639999999999,4968,4.733756132583464
E09000016,Havering,2007,19453.2,419.4693386773579,2.368958762886598,4450.16,5480,4.371348445898574
E09000017,Hillingdon,2007,27284.4,494.5,2.519421568627451,4547.400000000001,8045,6.0
E09000018,Hounslow,2007,24913.2,1992.199999999997,2.537543478260869,4408.56,9922,5.6510969568294405
E09000019,Islington,2007,30550.0,1728.300000000003,2.072923076923077,4170.400000000001,10604,7.325436408977555
E09000020,Kensington and Chelsea,2007,23660.0,-53.30000000000291,1.9162705882352944,4119.44,10342,5.7434991163847515
E09000021,Kingston upon Thames,2007,21476.0,265.59999999999854,2.376692307692308,4551.56,5616,4.718382268936364
E09000022,Lambeth,2007,27310.4,1423.0,2.2438110236220474,3931.2,14495,6.947089947089948
E09000023,Lewisham,2007,21819.2,1083.5,2.3113982300884954,4086.68,19850,5.339101666878738
E09000024,Merton,2007,20373.6,149.1999999999971,2.398271604938272,4389.84,5885,4.641080312722103
E09000025,Newham,2007,23415.6,920.4000000000088,2.6897474747474748,4284.28,24159,5.4654691103289235
E09000026,Redbridge,2007,22614.8,626.1999999999971,2.625909090909091,4546.88,11402,4.973696248856358
E09000027,Richmond upon Thames,2007,23166.0,352.8000000000029,2.252111111111111,4182.88,4576,5.5382894082546
E09000028,Southwark,2007,28470.0,2147.0999999999917,2.3502241379310345,4202.12,8987,6.775151590149735
E09000029,Sutton,2007,22687.6,482.40000000000873,2.3313164556962027,4287.92,4121,5.291050206160563
E09000030,Tower Hamlets,2007,37960.0,2637.0,2.3962872340425534,4060.68,13978,9.348187988218722
E09000031,Waltham Forest,2007,21252.4,978.3000000000028,2.480684210526316,4180.8,10169,5.083333333333333
E09000032,Wandsworth,2007,24419.2,1280.5999999999913,2.2592248062015505,4475.12,8695,5.456658145479898
E09000033,Westminster,2007,30399.2,1669.699999999997,1.9698125,4437.16,8018,6.8510488690964495
E09000001,City of London,2008,44844.8,46.10000000000037,1.4858,4290.52,1440,10.452066416191977
E09000002,Barking and Dagenham,2008,24741.6,287.70000000001164,2.428901408450704,4437.68,10844,5.575345676119053
E09000003,Barnet,2008,21814.0,1088.5999999999767,2.476,4684.68,11241,4.656454656454656
E09000004,Bexley,2008,19557.2,292.6000000000058,2.411191489361702,4280.12,6180,4.569311140809137
E09000005,Brent,2008,22713.6,1207.1000000000058,2.668816513761468,4635.28,20386,4.900157056315908
E09000006,Bromley,2008,19879.6,560.2000000000116,2.292992481203008,4442.88,4861,4.474485018726591
E09000007,Camden,2008,31891.6,1040.1000000000058,2.145642857142857,4742.92,11712,6.724043416292073
E09000008,Croydon,2008,22547.2,1255.5999999999767,2.4090206896551725,4741.88,10044,4.754907336330738
E09000009,Ealing,2008,24882.0,849.7000000000116,2.5716031746031747,4661.28,22711,5.3380187416332
E09000010,Enfield,2008,20092.8,676.8999999999942,2.4786916666666667,4619.16,6378,4.349881796690307
E09000011,Greenwich,2008,22422.4,302.8999999999942,2.3504705882352943,4471.48,13486,5.0145365740202354
E09000012,Hackney,2008,28152.8,2387.556501237763,2.3818659793814434,4320.68,10683,6.515826212540618
E09000013,Hammersmith and Fulham,2008,30669.6,484.2999999999884,2.186271604938272,4538.04,7214,6.758336198006187
E09000014,Haringey,2008,22084.4,1334.684298007778,2.420386138613861,4357.599999999999,15095,5.06801909307876
E09000015,Harrow,2008,21642.4,860.1000000000058,2.7007882352941177,4743.96,4771,4.562095801819577
E09000016,Havering,2008,21049.6,737.4693386773433,2.365234693877551,4631.12,7714,4.545250392993488
E09000017,Hillingdon,2008,27627.6,881.5,2.5593235294117647,4771.0,8175,5.790735694822888
E09000018,Hounslow,2008,24570.0,868.2000000000116,2.5309255319148938,4628.52,11334,5.308392315470171
E09000019,Islington,2008,32032.0,2329.2999999999884,2.087923913043478,4392.44,11311,7.292529892269445
E09000020,Kensington and Chelsea,2008,25339.6,-24.29999999998836,1.9126941176470589,4332.639999999999,6284,5.848535765722516
E09000021,Kingston upon Thames,2008,20893.6,159.60000000000582,2.4004153846153846,4785.04,6127,4.366442077809172
E09000022,Lambeth,2008,27903.2,1311.0,2.258796875,4188.08,15479,6.662527936429104
E09000023,Lewisham,2008,21663.2,1206.5,2.3377894736842104,4136.08,17256,5.237616293688711
E09000024,Merton,2008,18938.4,366.2000000000117,2.418012345679012,4578.599999999999,6542,4.1362862010221475
E09000025,Newham,2008,24632.4,1069.3999999999942,2.76478,4509.44,28579,5.462407749077491
E09000026,Redbridge,2008,22765.6,624.2000000000116,2.6813333333333333,4763.2,13188,4.779475982532751
E09000027,Richmond upon Thames,2008,24944.4,395.7999999999884,2.258358024691358,4397.12,5549,5.6728949858088935
E09000028,Southwark,2008,28730.0,1468.1000000000058,2.347228813559322,4420.52,8604,6.4992353840724615
E09000029,Sutton,2008,21725.6,328.3999999999942,2.352658227848101,4407.0,4091,4.929793510324483
E09000030,Tower Hamlets,2008,39863.2,3461.0,2.3906494845360826,4311.84,18582,9.245055475156777
E09000031,Waltham Forest,2008,20997.6,966.2999999999884,2.5218541666666665,4383.599999999999,9655,4.790035587188612
E09000032,Wandsworth,2008,24908.0,1833.5999999999915,2.2638846153846157,4664.400000000001,8924,5.340022296544035
E09000033,Westminster,2008,31891.6,1633.7000000000116,1.9351592920353984,4685.72,8513,6.806125846187991
E09000001,City of London,2009,45723.6,-7.900000000000546,1.4944,4626.96,1291,9.881995954147
E09000002,Barking and Dagenham,2009,25162.8,107.69999999999708,2.5011267605633805,4693.0,11411,5.361772853185595
E09000003,Barnet,2009,22516.0,847.6000000000058,2.506007246376812,4945.2,13982,4.553101997896951
E09000004,Bexley,2009,20571.2,427.59999999999127,2.427085106382979,4467.32,6489,4.604818996624375
E09000005,Brent,2009,23930.4,1170.0999999999913,2.710163636363637,4892.16,21737,4.891581632653062
E09000006,Bromley,2009,20295.6,625.1999999999825,2.2904776119402985,4656.599999999999,3794,4.358458961474037
E09000007,Camden,2009,31896.8,582.0999999999913,2.150747474747474,5000.32,13128,6.378951747088187
E09000008,Croydon,2009,23342.8,1097.6000000000058,2.4161849315068493,5023.72,9723,4.646516923713901
E09000009,Ealing,2009,25006.8,520.6999999999971,2.618777777777778,4976.400000000001,11174,5.025078369905955
E09000010,Enfield,2009,22230.0,619.9000000000087,2.4956280991735538,4830.8,6258,4.601722282023681
E09000011,Greenwich,2009,23660.0,90.90000000000872,2.365747572815534,4716.400000000001,7902,5.016538037486217
E09000012,Hackney,2009,28423.2,1967.5565012377629,2.36622,4650.360000000001,11461,6.112042938611204
E09000013,Hammersmith and Fulham,2009,30862.0,907.3000000000028,2.2236543209876545,4785.56,8492,6.448984026947734
E09000014,Haringey,2009,22412.0,1135.684298007778,2.4490686274509805,4584.32,16053,4.888838475499093
E09000015,Harrow,2009,22053.2,599.0999999999913,2.747,4994.08,4261,4.415868388171595
E09000016,Havering,2009,21361.6,516.4693386773579,2.3890510204081634,4462.639999999999,9227,4.786762992309486
E09000017,Hillingdon,2009,27840.8,606.5,2.579271844660194,5050.24,6797,5.512767710049424
E09000018,Hounslow,2009,27289.6,924.1999999999972,2.5617473684210528,4879.16,10088,5.593093893211126
E09000019,Islington,2009,32630.0,1593.300000000003,2.070568421052632,4695.08,11921,6.949828330933658
E09000020,Kensington and Chelsea,2009,25558.0,203.6999999999971,1.9046235294117648,4622.8,6687,5.528683914510686
E09000021,Kingston upon Thames,2009,22926.8,114.59999999999854,2.4201076923076923,5063.24,6812,4.528088733696211
E09000022,Lambeth,2009,29681.6,1366.0,2.279457364341085,4399.72,16729,6.746247488476539
E09000023,Lewisham,2009,25173.2,1063.5,2.331189655172414,4295.2,17518,5.8607748184019375
E09000024,Merton,2009,19260.8,-78.80000000000291,2.446123456790124,4833.400000000001,6163,3.984938138784292
E09000025,Newham,2009,25906.4,1459.4000000000087,2.836108910891089,4723.16,28649,5.484971925575251
E09000026,Redbridge,2009,22802.0,951.1999999999972,2.70435,5128.24,13969,4.4463597647536
E09000027,Richmond upon Thames,2009,24393.2,262.8000000000029,2.248707317073171,4631.639999999999,6858,5.266644212417201
E09000028,Southwark,2009,29640.0,1755.0999999999913,2.3426666666666667,4701.84,9804,6.303915063039151
E09000029,Sutton,2009,20945.6,63.40000000000873,2.3818607594936707,4785.56,4174,4.376833641203954
E09000030,Tower Hamlets,2009,40097.2,3038.0,2.40495,4546.360000000001,19681,8.819627130275647
E09000031,Waltham Forest,2009,22276.8,376.3000000000029,2.558144329896907,4613.96,14341,4.828130282880649
E09000032,Wandsworth,2009,25911.6,1825.6000000000056,2.267780303030303,4934.8,9421,5.250790305584825
E09000033,Westminster,2009,31891.6,1597.699999999997,1.886782608695652,4989.92,8394,6.3912046686119215
E09000001,City of London,2010,46378.8,54.10000000000037,1.4676,4985.76,1223,9.302252816020026
E09000002,Barking and Dagenham,2010,25386.4,132.6999999999971,2.575183098591549,4975.88,11376,5.101891524715226
E09000003,Barnet,2010,22282.0,729.6000000000058,2.528330935251798,5281.12,15166,4.219180779834581
E09000004,Bexley,2010,21637.2,238.60000000000585,2.428536842105263,4701.84,6660,4.60185799601858
E09000005,Brent,2010,22188.4,669.1000000000058,2.745810810810811,5218.72,16260,4.25169390195297
E09000006,Bromley,2010,19978.4,738.2000000000116,2.302686567164179,4970.16,5909,4.019669386901025
E09000007,Camden,2010,32884.8,689.1000000000058,2.168939393939394,5333.12,15213,6.166146645865835
E09000008,Croydon,2010,24575.2,849.6000000000058,2.4350408163265307,5268.639999999999,9870,4.6644295302013425
E09000009,Ealing,2010,25448.8,285.6999999999971,2.630496062992126,5289.96,10683,4.810773616435663
E09000010,Enfield,2010,21855.6,798.8999999999942,2.5425454545454547,5193.24,6525,4.208471012316011
E09000011,Greenwich,2010,25365.6,534.8999999999942,2.419135922330097,4962.88,7066,5.1110645431684825
E09000012,Hackney,2010,30300.4,750.9914888600761,2.3699901960784318,4909.84,11956,6.171361999576361
E09000013,Hammersmith and Fulham,2010,29962.4,488.3000000000029,2.205390243902439,5155.8,9361,5.811396873424105
E09000014,Haringey,2010,23920.0,742.8413179299823,2.4538058252427186,4906.72,16960,4.874947011445528
E09000015,Harrow,2010,18824.0,530.1000000000058,2.761058139534884,5321.68,4274,3.5372288450263825
E09000016,Havering,2010,21574.8,378.77595190380816,2.38620202020202,4784.0,10693,4.509782608695652
E09000017,Hillingdon,2010,29109.6,399.5,2.5910096153846154,5324.28,6004,5.467330794022854
E09000018,Hounslow,2010,27950.0,999.1999999999972,2.596208333333333,5175.56,12212,5.400381794433839
E09000019,Islington,2010,31090.8,571.3000000000029,2.084677083333333,5034.639999999999,8426,6.175376988225574
E09000020,Kensington and Chelsea,2010,26176.8,41.69999999999709,1.8878,4993.56,6116,5.242111840049984
E09000021,Kingston upon Thames,2010,22911.2,111.59999999999854,2.4407384615384617,5376.28,6872,4.26153399748525
E09000022,Lambeth,2010,30050.8,1558.0,2.272137404580153,4737.72,20988,6.3428822302711
E09000023,Lewisham,2010,23732.8,1011.5,2.3292735042735044,4563.52,17518,5.200546946216955
E09000024,Merton,2010,23051.6,-51.80000000000291,2.4584691358024693,4511.0,4987,5.110086455331412
E09000025,Newham,2010,26270.4,768.3999999999942,2.933049019607843,4983.16,31851,5.271835542105813
E09000026,Redbridge,2010,21491.6,459.1999999999971,2.723643564356436,5357.04,12644,4.011842360706659
E09000027,Richmond upon Thames,2010,25573.6,365.8000000000029,2.272,4946.24,7331,5.170311185870479
E09000028,Southwark,2010,30435.6,1853.1000000000056,2.3452644628099173,5044.52,10769,6.033398618699103
E09000029,Sutton,2010,21008.0,188.39999999999415,2.3665125,5077.28,4116,4.137648504711184
E09000030,Tower Hamlets,2010,39863.2,1870.0,2.3896153846153845,4909.32,22707,8.119902552695688
E09000031,Waltham Forest,2010,21892.0,655.3000000000029,2.591928571428572,4895.28,15624,4.472062885064798
E09000032,Wandsworth,2010,26384.8,733.6000000000058,2.258358208955224,5319.08,6037,4.9604066868706616
E09000033,Westminster,2010,32786.0,1673.699999999997,1.8562991452991453,5364.84,8892,6.111272656780072
E09000001,City of London,2011,47002.8,18.0,1.2353333333333334,5015.400000000001,1219,9.371695178849144
E09000002,Barking and Dagenham,2011,26910.0,352.0,2.6342112676056337,5017.48,12223,5.363250077728263
E09000003,Barnet,2011,23327.2,2114.645481628598,2.572215827338129,5364.84,16103,4.348163225743918
E09000004,Bexley,2011,19739.2,203.0,2.4502526315789472,4711.2,6759,4.189845474613687
E09000005,Brent,2011,21923.2,560.0,2.787901785714286,5275.92,14443,4.155332150601223
E09000006,Bromley,2011,21325.2,576.0,2.3004,4976.92,6672,4.284818723226413
E09000007,Camden,2011,32645.6,368.0,2.20087,5423.08,17052,6.019752612906319
E09000008,Croydon,2011,23748.4,707.0,2.464966216216216,5298.8,7880,4.481844946025515
E09000009,Ealing,2011,24476.4,685.0,2.671763779527559,5343.52,12020,4.580576099649669
E09000010,Enfield,2011,22167.6,297.0,2.5732377049180326,5250.44,6158,4.222046152322472
E09000011,Greenwich,2011,23836.8,1323.0,2.480417475728155,5023.72,6972,4.744850429562157
E09000012,Hackney,2011,28485.6,1156.6018641810952,2.4233529411764705,5017.48,13423,5.677272256192352
E09000013,Hammersmith and Fulham,2011,31434.0,471.0,2.224939024390244,5292.56,7754,5.939280801729219
E09000014,Haringey,2011,22105.2,1283.0,2.457115384615385,4995.639999999999,18940,4.424898511502031
E09000015,Harrow,2011,19437.6,470.0,2.7643563218390805,5496.400000000001,3801,3.536423841059602
E09000016,Havering,2011,21803.6,42.0,2.4033030303030305,4969.639999999999,6992,4.387360050224967
E09000017,Hillingdon,2011,28017.6,989.0,2.649028846153846,5333.639999999999,6650,5.252997952617725
E09000018,Hounslow,2011,27898.0,580.0,2.628113402061856,5202.08,12212,5.362854858056777
E09000019,Islington,2011,32791.200000000004,1224.0,2.1266494845360824,5142.8,11339,6.37613751263903
E09000020,Kensington and Chelsea,2011,25818.0,102.0,1.8617764705882356,5055.96,6734,5.106448626966985
E09000021,Kingston upon Thames,2011,22916.4,224.0,2.4682461538461538,5454.28,7423,4.201544475164458
E09000022,Lambeth,2011,30498.0,850.0,2.3066742424242426,4838.08,23894,6.3037403267411865
E09000023,Lewisham,2011,22344.4,1188.0,2.3469322033898306,4571.84,16060,4.887397634212921
E09000024,Merton,2011,22713.6,510.0,2.4758395061728398,4815.72,6354,4.716553287981859
E09000025,Newham,2011,24232.0,909.0,3.0141747572815536,5033.08,32045,4.814546957330303
E09000026,Redbridge,2011,22734.4,526.0,2.786089108910891,5375.24,9861,4.229466963335591
E09000027,Richmond upon Thames,2011,23977.2,209.0,2.2869146341463416,5004.48,4807,4.791147132169576
E09000028,Southwark,2011,30846.4,1054.0,2.347292682926829,5115.24,12570,6.030293788756735
E09000029,Sutton,2011,21226.4,587.0,2.3890375,5106.92,4323,4.15639955198045
E09000030,Tower Hamlets,2011,41516.8,2875.1292613636324,2.438209523809524,5032.56,23128,8.249638355032031
E09000031,Waltham Forest,2011,22209.2,504.0,2.650428571428572,4963.92,16153,4.474125288078777
E09000032,Wandsworth,2011,26026.0,982.0,2.279333333333333,5395.52,5299,4.823631457208943
E09000033,Westminster,2011,32115.2,927.0,1.860864406779661,5419.96,9350,5.9253573827113115
E09000001,City of London,2012,45229.6,35.0,1.2673333333333334,5436.599999999999,1147,8.3194643711143
E09000002,Barking and Dagenham,2012,28288.0,506.0,2.683943661971831,5287.88,13671,5.349591896941686
E09000003,Barnet,2012,23405.2,1374.0,2.5812482269503545,5709.08,815,4.099644776391292
E09000004,Bexley,2012,21013.2,418.0,2.466010526315789,5022.16,9765,4.184096086146201
E09000005,Brent,2012,21923.2,662.0,2.784601769911504,5552.56,16735,3.9483049260161076
E09000006,Bromley,2012,21491.6,692.0,2.3090882352941176,5284.24,1064,4.067112773076166
E09000007,Camden,2012,32760.0,564.0,2.24962,5796.96,18974,5.651237890204521
E09000008,Croydon,2012,25194.0,891.0,2.475744966442953,5577.52,8758,4.51706134626142
E09000009,Ealing,2012,25630.8,990.0,2.6614921875,5669.56,13870,4.52077409887187
E09000010,Enfield,2012,22396.4,549.0,2.6007131147540985,5640.44,6956,3.970683138194893
E09000011,Greenwich,2012,24174.8,114.0,2.476838095238095,5245.24,11656,4.6089025478338455
E09000012,Hackney,2012,27632.8,800.0,2.4242211538461538,5480.28,14171,5.042224119935478
E09000013,Hammersmith and Fulham,2012,30404.4,420.0,2.1668674698795183,5599.360000000001,8171,5.429977711738484
E09000014,Haringey,2012,24356.8,577.0,2.4658285714285717,5299.32,17763,4.596212344225297
E09000015,Harrow,2012,21179.6,715.0,2.785942528735632,5844.28,3953,3.623987899279295
E09000016,Havering,2012,21876.4,237.0,2.4215454545454547,5208.84,9365,4.199860237596087
E09000017,Hillingdon,2012,27913.6,1467.0,2.683390476190476,5613.92,9948,4.972211930344572
E09000018,Hounslow,2012,27060.8,232.0,2.670639175257732,5540.599999999999,12284,4.884091975598311
E09000019,Islington,2012,32978.4,919.0,2.153540816326531,5501.599999999999,13690,5.994328922495275
E09000020,Kensington and Chelsea,2012,26941.2,57.0,1.834470588235294,5489.639999999999,7551,4.9076442171071335
E09000021,Kingston upon Thames,2012,23868.0,203.0,2.5216307692307693,5778.76,7374,4.130297849365608
E09000022,Lambeth,2012,31085.6,535.0,2.3323308270676693,5156.32,27534,6.028640580879387
E09000023,Lewisham,2012,22349.6,1798.0,2.366016806722689,4823.0,17772,4.633962264150943
E09000024,Merton,2012,23920.0,413.0,2.496604938271605,5049.2,7295,4.737384140061792
E09000025,Newham,2012,23644.4,670.0,3.0200384615384617,5425.68,30975,4.357868506804677
E09000026,Redbridge,2012,20306.0,264.0,2.7903627450980397,5623.28,11290,3.6110597373774738
E09000027,Richmond upon Thames,2012,24913.2,485.0,2.278855421686747,5448.04,5587,4.572873914288442
E09000028,Southwark,2012,31709.6,1247.0,2.3671774193548387,5404.360000000001,14112,5.8674107572404495
E09000029,Sutton,2012,21959.6,227.0,2.420375,5362.76,5493,4.09483176573257
E09000030,Tower Hamlets,2012,40263.6,961.0,2.435212962962963,5388.76,23406,7.471774582649811
E09000031,Waltham Forest,2012,22906.0,468.0,2.652181818181818,5293.08,21864,4.3275370861577755
E09000032,Wandsworth,2012,24195.6,957.0,2.267,5763.68,5208,4.19794298087333
E09000033,Westminster,2012,32037.2,592.0,1.881159663865546,5708.04,2084,5.612644620570284
E09000001,City of London,2013,46748.0,437.0,1.2746666666666666,5872.360000000001,1312,7.960683609315504
E09000002,Barking and Dagenham,2013,29463.2,731.0,2.699333333333333,5598.84,11596,5.262375777839695
E09000003,Barnet,2013,23842.0,1113.0,2.581034965034965,6111.56,981,3.901131625967838
E09000004,Bexley,2013,19687.2,528.0,2.465489583333333,5229.12,9579,3.76491646778043
E09000005,Brent,2013,22843.6,734.0,2.807646017699115,5912.92,17580,3.8633365579104737
E09000006,Bromley,2013,21226.4,149.0,2.3374926470588235,5777.2,2335,3.6741674167416747
E09000007,Camden,2013,32515.6,454.0,2.274445544554456,6323.72,20720,5.1418468875914805
E09000008,Croydon,2013,24700.0,1295.0,2.4850133333333333,5948.28,8848,4.152460879447505
E09000009,Ealing,2013,25183.6,769.0,2.6549922480620154,6054.360000000001,9213,4.159580864038477
E09000010,Enfield,2013,21782.8,512.0,2.6058861788617884,6020.56,6315,3.618068751079633
E09000011,Greenwich,2013,24362.0,1112.0,2.514361904761905,5602.48,12490,4.348431408947467
E09000012,Hackney,2013,27237.6,1125.0,2.474798076923077,5769.400000000001,15090,4.721045515998196
E09000013,Hammersmith and Fulham,2013,28662.4,626.0,2.152831325301205,5996.12,768,4.780157835400225
E09000014,Haringey,2013,25376.0,474.0,2.4847735849056605,5675.28,9838,4.471321238775884
E09000015,Harrow,2013,17295.2,295.0,2.7656022727272727,6191.12,3676,2.793549470855031
E09000016,Havering,2013,22916.4,156.0,2.445252525252525,5578.04,11592,4.108324787918337
E09000017,Hillingdon,2013,29785.6,554.0,2.705735849056604,6015.360000000001,10879,4.951590594744121
E09000018,Hounslow,2013,26057.2,686.0,2.677622448979592,5899.92,9640,4.416534461484224
E09000019,Islington,2013,33774.0,1243.0,2.178494949494949,5904.08,19178,5.720450942399155
E09000020,Kensington and Chelsea,2013,25901.2,596.0,1.830517647058824,5817.76,8867,4.452091526635681
E09000021,Kingston upon Thames,2013,23810.8,261.0,2.5271666666666666,6187.48,5515,3.8482225397092193
E09000022,Lambeth,2013,30529.2,1254.0,2.345089552238806,5552.04,15070,5.498735599887609
E09000023,Lewisham,2013,24242.4,713.0,2.3651239669421487,5232.76,7830,4.632813276358939
E09000024,Merton,2013,23181.6,440.0,2.4783292682926827,5460.52,8196,4.245309970479002
E09000025,Newham,2013,23545.6,1969.0,3.030733333333333,5720.0,24179,4.116363636363636
E09000026,Redbridge,2013,22838.4,258.0,2.8261960784313724,5960.24,13338,3.831792008375502
E09000027,Richmond upon Thames,2013,24913.2,364.0,2.305602409638554,5651.360000000001,4415,4.408354803091645
E09000028,Southwark,2013,31564.0,1651.0,2.368769841269841,5747.04,14713,5.492218602967789
E09000029,Sutton,2013,23956.4,300.0,2.418691358024691,5727.8,979,4.182478438492964
E09000030,Tower Hamlets,2013,42853.2,660.0,2.503577981651376,5777.72,24428,7.416974169741697
E09000031,Waltham Forest,2013,19775.6,389.0,2.6848181818181818,5734.04,25054,3.4488074725673346
E09000032,Wandsworth,2013,24762.4,1199.0,2.266540145985401,6194.24,5919,3.9976494291470788
E09000033,Westminster,2013,31891.6,530.0,1.8903416666666664,6105.84,4161,5.223130642139329
E09000001,City of London,2014,45614.4,226.0,1.3453333333333333,6009.12,476,7.590861889927311
E09000002,Barking and Dagenham,2014,23264.8,514.0,2.7163561643835616,6287.84,11024,3.6999669202778693
E09000003,Barnet,2014,23452.0,1324.0,2.603576388888889,6411.08,1045,3.6580420147619432
E09000004,Bexley,2014,21725.6,810.0,2.49859375,5530.2,3481,3.9285378467324867
E09000005,Brent,2014,23025.6,1559.0,2.813701754385965,6143.8,5102,3.747778247989843
E09000006,Bromley,2014,20826.0,411.0,2.362338235294118,5807.88,3126,3.5858178887993555
E09000007,Camden,2014,31824.0,439.0,2.3252079207920797,6611.28,22409,4.813591316658801
E09000008,Croydon,2014,24351.6,1523.0,2.4903311258278147,6158.88,5102,3.953900709219858
E09000009,Ealing,2014,23514.4,897.0,2.631676923076923,6288.88,10676,3.739044154126013
E09000010,Enfield,2014,20571.2,399.0,2.6388130081300814,6245.72,2237,3.2936474898010157
E09000011,Greenwich,2014,24273.6,1148.0,2.534698113207547,5779.8,11375,4.199730094466936
E09000012,Hackney,2014,26483.6,1258.0,2.506190476190476,6010.16,7926,4.406471707907943
E09000013,Hammersmith and Fulham,2014,29712.8,1360.0,2.123392857142857,6298.76,433,4.717245934120366
E09000014,Haringey,2014,24107.2,133.0,2.500383177570093,5921.76,9203,4.070951879171057
E09000015,Harrow,2014,16780.399999999998,410.0,2.7955795454545456,6545.76,687,2.5635525897680327
