Code,Area,Year,Housing Category,Value,Rank
E09000008,Croydon,2014,Buying with mortgage,137600,4.0
E09000009,Ealing,2014,Buying with mortgage,119600,4.0
E09000010,Enfield,2014,Buying with mortgage,124600,4.0
E09000011,Greenwich,2014,Buying with mortgage,82900,3.0
E09000012,Hackney,2014,Buying with mortgage,59900,2.0
E09000013,Hammersmith and Fulham,2014,Buying with mortgage,45200,2.0
E09000014,Haringey,2014,Buying with mortgage,70900,3.0
E09000015,Harrow,2014,Buying with mortgage,80800,4.0
E09000016,Havering,2014,Buying with mortgage,101600,4.0
E09000017,Hillingdon,2014,Buying with mortgage,109900,4.0
E09000018,Hounslow,2014,Buying with mortgage,75500,3.0
E09000019,Islington,2014,Buying with mortgage,52900,3.0
E09000020,Kensington and Chelsea,2014,Buying with mortgage,26000,1.0
E09000021,Kingston upon Thames,2014,Buying with mortgage,76200,4.0
E09000022,Lambeth,2014,Buying with mortgage,86100,2.0
E09000023,Lewisham,2014,Buying with mortgage,102200,4.0
E09000024,Merton,2014,Buying with mortgage,75900,4.0
E09000025,Newham,2014,Buying with mortgage,56100,2.0
E09000026,Redbridge,2014,Buying with mortgage,118500,4.0
E09000027,Richmond upon Thames,2014,Buying with mortgage,84500,4.0
E09000028,Southwark,2014,Buying with mortgage,79800,3.0
E09000029,Sutton,2014,Buying with mortgage,93700,4.0
E09000030,Tower Hamlets,2014,Buying with mortgage,56200,2.0
E09000031,Waltham Forest,2014,Buying with mortgage,79000,4.0
E09000032,Wandsworth,2014,Buying with mortgage,99100,3.0
E09000033,Westminster,2014,Buying with mortgage,31500,1.0
E09000001,City of London,2015,Buying with mortgage,,
E09000002,Barking and Dagenham,2015,Buying with mortgage,67000,4.0
E09000003,Barnet,2015,Buying with mortgage,127600,4.0
E09000004,Bexley,2015,Buying with mortgage,104400,4.0
E09000005,Brent,2015,Buying with mortgage,87100,3.0
E09000006,Bromley,2015,Buying with mortgage,153600,4.0
E09000007,Camden,2015,Buying with mortgage,44300,1.0
E09000008,Croydon,2015,Buying with mortgage,151400,4.0
E09000009,Ealing,2015,Buying with mortgage,109800,3.0
E09000010,Enfield,2015,Buying with mortgage,113800,4.0
E09000011,Greenwich,2015,Buying with mortgage,86100,4.0
E09000012,Hackney,2015,Buying with mortgage,59200,2.0
E09000013,Hammersmith and Fulham,2015,Buying with mortgage,43700,2.0
E09000014,Haringey,2015,Buying with mortgage,68800,2.0
E09000015,Harrow,2015,Buying with mortgage,74700,4.0
E09000016,Havering,2015,Buying with mortgage,110200,4.0
E09000017,Hillingdon,2015,Buying with mortgage,107700,4.0
E09000018,Hounslow,2015,Buying with mortgage,82300,4.0
E09000019,Islington,2015,Buying with mortgage,42000,2.0
E09000020,Kensington and Chelsea,2015,Buying with mortgage,28500,1.0
E09000021,Kingston upon Thames,2015,Buying with mortgage,77400,4.0
E09000022,Lambeth,2015,Buying with mortgage,81500,2.0
E09000023,Lewisham,2015,Buying with mortgage,101900,4.0
E09000024,Merton,2015,Buying with mortgage,72400,4.0
E09000025,Newham,2015,Buying with mortgage,70200,2.0
E09000026,Redbridge,2015,Buying with mortgage,113200,4.0
E09000027,Richmond upon Thames,2015,Buying with mortgage,92400,4.0
E09000028,Southwark,2015,Buying with mortgage,82800,3.0
E09000029,Sutton,2015,Buying with mortgage,94500,4.0
E09000030,Tower Hamlets,2015,Buying with mortgage,49900,2.0
E09000031,Waltham Forest,2015,Buying with mortgage,97800,4.0
E09000032,Wandsworth,2015,Buying with mortgage,117400,4.0
E09000033,Westminster,2015,Buying with mortgage,30100,1.0
E09000001,City of London,2016,Buying with mortgage,,
E09000002,Barking and Dagenham,2016,Buying with mortgage,70800,4.0
E09000003,Barnet,2016,Buying with mortgage,132000,4.0
E09000004,Bexley,2016,Buying with mortgage,110900,4.0
E09000005,Brent,2016,Buying with mortgage,88900,3.0
E09000006,Bromley,2016,Buying with mortgage,151200,4.0
E09000007,Camden,2016,Buying with mortgage,48500,2.0
E09000008,Croydon,2016,Buying with mortgage,163200,4.0
E09000009,Ealing,2016,Buying with mortgage,95400,3.0
E09000010,Enfield,2016,Buying with mortgage,119700,4.0
E09000011,Greenwich,2016,Buying with mortgage,102100,4.0
E09000012,Hackney,2016,Buying with mortgage,55500,2.0
E09000013,Hammersmith and Fulham,2016,Buying with mortgage,41900,2.0
E09000014,Haringey,2016,Buying with mortgage,69900,2.0
E09000015,Harrow,2016,Buying with mortgage,82300,3.0
E09000016,Havering,2016,Buying with mortgage,102300,4.0
E09000017,Hillingdon,2016,Buying with mortgage,122400,4.0
E09000018,Hounslow,2016,Buying with mortgage,88100,4.0
E09000019,Islington,2016,Buying with mortgage,39100,2.0
E09000020,Kensington and Chelsea,2016,Buying with mortgage,28000,1.0
E09000021,Kingston upon Thames,2016,Buying with mortgage,67100,4.0
E09000022,Lambeth,2016,Buying with mortgage,83600,3.0
E09000023,Lewisham,2016,Buying with mortgage,109400,4.0
E09000024,Merton,2016,Buying with mortgage,69400,4.0
E09000025,Newham,2016,Buying with mortgage,77200,2.0
E09000026,Redbridge,2016,Buying with mortgage,109500,4.0
E09000027,Richmond upon Thames,2016,Buying with mortgage,99600,4.0
E09000028,Southwark,2016,Buying with mortgage,83900,3.0
E09000029,Sutton,2016,Buying with mortgage,92700,4.0
E09000030,Tower Hamlets,2016,Buying with mortgage,43600,2.0
E09000031,Waltham Forest,2016,Buying with mortgage,92100,4.0
E09000032,Wandsworth,2016,Buying with mortgage,123900,4.0
E09000033,Westminster,2016,Buying with mortgage,31900,1.0
E09000001,City of London,2017,Buying with mortgage,,
E09000002,Barking and Dagenham,2017,Buying with mortgage,69100,4.0
E09000003,Barnet,2017,Buying with mortgage,129200,4.0
E09000004,Bexley,2017,Buying with mortgage,108700,4.0
E09000005,Brent,2017,Buying with mortgage,82000,3.0
E09000006,Bromley,2017,Buying with mortgage,159400,4.0
E09000007,Camden,2017,Buying with mortgage,48600,1.0
E09000008,Croydon,2017,Buying with mortgage,160800,4.0
E09000009,Ealing,2017,Buying with mortgage,108500,4.0
E09000010,Enfield,2017,Buying with mortgage,103700,4.0
E09000011,Greenwich,2017,Buying with mortgage,100700,4.0
E09000012,Hackney,2017,Buying with mortgage,56800,2.0
E09000013,Hammersmith and Fulham,2017,Buying with mortgage,40800,2.0
E09000014,Haringey,2017,Buying with mortgage,67200,3.0
E09000015,Harrow,2017,Buying with mortgage,83400,4.0
E09000016,Havering,2017,Buying with mortgage,116400,4.0
E09000017,Hillingdon,2017,Buying with mortgage,115700,4.0
E09000018,Hounslow,2017,Buying with mortgage,78700,4.0
E09000019,Islington,2017,Buying with mortgage,43300,2.0
E09000020,Kensington and Chelsea,2017,Buying with mortgage,24000,1.0
E09000021,Kingston upon Thames,2017,Buying with mortgage,69600,4.0
E09000022,Lambeth,2017,Buying with mortgage,87100,3.0
E09000023,Lewisham,2017,Buying with mortgage,115600,4.0
E09000024,Merton,2017,Buying with mortgage,74200,4.0
E09000025,Newham,2017,Buying with mortgage,67900,2.0
E09000026,Redbridge,2017,Buying with mortgage,120100,4.0
E09000027,Richmond upon Thames,2017,Buying with mortgage,86100,4.0
E09000028,Southwark,2017,Buying with mortgage,85700,3.0
E09000029,Sutton,2017,Buying with mortgage,91100,4.0
E09000030,Tower Hamlets,2017,Buying with mortgage,38500,2.0
E09000031,Waltham Forest,2017,Buying with mortgage,98500,4.0
E09000032,Wandsworth,2017,Buying with mortgage,123000,4.0
E09000033,Westminster,2017,Buying with mortgage,28400,1.0
E09000001,City of London,2018,Buying with mortgage,,
E09000002,Barking and Dagenham,2018,Buying with mortgage,67500,4.0
E09000003,Barnet,2018,Buying with mortgage,137100,4.0
E09000004,Bexley,2018,Buying with mortgage,117500,4.0
E09000005,Brent,2018,Buying with mortgage,86100,3.0
E09000006,Bromley,2018,Buying with mortgage,136500,4.0
E09000007,Camden,2018,Buying with mortgage,43100,1.0
E09000008,Croydon,2018,Buying with mortgage,143600,4.0
E09000009,Ealing,2018,Buying with mortgage,130700,4.0
E09000010,Enfield,2018,Buying with mortgage,86000,3.0
E09000011,Greenwich,2018,Buying with mortgage,96600,4.0
E09000012,Hackney,2018,Buying with mortgage,52100,2.0
E09000013,Hammersmith and Fulham,2018,Buying with mortgage,40900,2.0
E09000014,Haringey,2018,Buying with mortgage,70700,3.0
E09000015,Harrow,2018,Buying with mortgage,81300,3.0
E09000016,Havering,2018,Buying with mortgage,111500,4.0
E09000017,Hillingdon,2018,Buying with mortgage,128200,4.0
E09000018,Hounslow,2018,Buying with mortgage,84900,4.0
E09000019,Islington,2018,Buying with mortgage,46200,1.0
E09000020,Kensington and Chelsea,2018,Buying with mortgage,21600,1.0
E09000021,Kingston upon Thames,2018,Buying with mortgage,65500,4.0
E09000022,Lambeth,2018,Buying with mortgage,88300,3.0
E09000023,Lewisham,2018,Buying with mortgage,110000,4.0
E09000024,Merton,2018,Buying with mortgage,71900,4.0
E09000025,Newham,2018,Buying with mortgage,93300,2.0
E09000026,Redbridge,2018,Buying with mortgage,116400,4.0
E09000027,Richmond upon Thames,2018,Buying with mortgage,86600,4.0
E09000028,Southwark,2018,Buying with mortgage,79300,3.0
E09000029,Sutton,2018,Buying with mortgage,80500,4.0
E09000030,Tower Hamlets,2018,Buying with mortgage,53800,2.0
E09000031,Waltham Forest,2018,Buying with mortgage,114100,4.0
E09000032,Wandsworth,2018,Buying with mortgage,131100,4.0
E09000033,Westminster,2018,Buying with mortgage,38600,1.0
E09000001,City of London,2019,Buying with mortgage,,
E09000002,Barking and Dagenham,2019,Buying with mortgage,50500,2.0
E09000003,Barnet,2019,Buying with mortgage,132700,4.0
E09000004,Bexley,2019,Buying with mortgage,107300,4.0
E09000005,Brent,2019,Buying with mortgage,70400,3.0
E09000006,Bromley,2019,Buying with mortgage,145300,4.0
E09000007,Camden,2019,Buying with mortgage,44900,1.0
E09000008,Croydon,2019,Buying with mortgage,128100,4.0
E09000009,Ealing,2019,Buying with mortgage,117500,4.0
E09000010,Enfield,2019,Buying with mortgage,114400,4.0
E09000011,Greenwich,2019,Buying with mortgage,101000,4.0
E09000012,Hackney,2019,Buying with mortgage,58800,2.0
E09000013,Hammersmith and Fulham,2019,Buying with mortgage,45900,3.0
E09000014,Haringey,2019,Buying with mortgage,65200,2.0
E09000015,Harrow,2019,Buying with mortgage,87900,4.0
E09000016,Havering,2019,Buying with mortgage,114700,4.0
E09000017,Hillingdon,2019,Buying with mortgage,107100,4.0
E09000018,Hounslow,2019,Buying with mortgage,73500,3.0
E09000019,Islington,2019,Buying with mortgage,45600,2.0
E09000020,Kensington and Chelsea,2019,Buying with mortgage,19900,1.0
E09000021,Kingston upon Thames,2019,Buying with mortgage,72400,4.0
E09000022,Lambeth,2019,Buying with mortgage,103300,3.0
E09000023,Lewisham,2019,Buying with mortgage,103400,4.0
E09000024,Merton,2019,Buying with mortgage,79500,4.0
E09000025,Newham,2019,Buying with mortgage,75700,2.0
E09000026,Redbridge,2019,Buying with mortgage,103900,3.0
E09000027,Richmond upon Thames,2019,Buying with mortgage,90500,4.0
E09000028,Southwark,2019,Buying with mortgage,75100,3.0
E09000029,Sutton,2019,Buying with mortgage,80900,4.0
E09000030,Tower Hamlets,2019,Buying with mortgage,53300,2.0
E09000031,Waltham Forest,2019,Buying with mortgage,102200,4.0
E09000032,Wandsworth,2019,Buying with mortgage,101500,3.0
E09000033,Westminster,2019,Buying with mortgage,31400,1.0
E09000001,City of London,2020,Buying with mortgage,,
E09000002,Barking and Dagenham,2020,Buying with mortgage,60200,3.0
E09000003,Barnet,2020,Buying with mortgage,136900,4.0
E09000004,Bexley,2020,Buying with mortgage,104700,4.0
E09000005,Brent,2020,Buying with mortgage,76600,2.0
E09000006,Bromley,2020,Buying with mortgage,156100,4.0
E09000007,Camden,2020,Buying with mortgage,58900,2.0
E09000008,Croydon,2020,Buying with mortgage,153700,4.0
E09000009,Ealing,2020,Buying with mortgage,98800,3.0
E09000010,Enfield,2020,Buying with mortgage,134300,4.0
E09000011,Greenwich,2020,Buying with mortgage,81000,3.0
E09000012,Hackney,2020,Buying with mortgage,67800,2.0
E09000013,Hammersmith and Fulham,2020,Buying with mortgage,38200,2.0
E09000014,Haringey,2020,Buying with mortgage,77700,3.0
E09000015,Harrow,2020,Buying with mortgage,98400,4.0
E09000016,Havering,2020,Buying with mortgage,110100,4.0
E09000017,Hillingdon,2020,Buying with mortgage,117900,4.0
E09000018,Hounslow,2020,Buying with mortgage,84800,4.0
E09000019,Islington,2020,Buying with mortgage,50800,1.0
E09000020,Kensington and Chelsea,2020,Buying with mortgage,22400,1.0
E09000021,Kingston upon Thames,2020,Buying with mortgage,87000,4.0
E09000022,Lambeth,2020,Buying with mortgage,90500,2.0
E09000023,Lewisham,2020,Buying with mortgage,124300,4.0
E09000024,Merton,2020,Buying with mortgage,68200,3.0
E09000025,Newham,2020,Buying with mortgage,101300,3.0
E09000026,Redbridge,2020,Buying with mortgage,106500,4.0
E09000027,Richmond upon Thames,2020,Buying with mortgage,90200,4.0
E09000028,Southwark,2020,Buying with mortgage,89900,3.0
E09000029,Sutton,2020,Buying with mortgage,88600,4.0
E09000030,Tower Hamlets,2020,Buying with mortgage,63100,2.0
E09000031,Waltham Forest,2020,Buying with mortgage,125400,4.0
E09000032,Wandsworth,2020,Buying with mortgage,126300,4.0
E09000033,Westminster,2020,Buying with mortgage,45800,1.0
E09000001,City of London,2010,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2010,Rented from Local Authority or Housing Association,62500,3.0
E09000003,Barnet,2010,Rented from Local Authority or Housing Association,40400,1.0
E09000004,Bexley,2010,Rented from Local Authority or Housing Association,33700,2.0
E09000005,Brent,2010,Rented from Local Authority or Housing Association,72200,3.0
E09000006,Bromley,2010,Rented from Local Authority or Housing Association,47000,2.0
E09000007,Camden,2010,Rented from Local Authority or Housing Association,75500,4.0
E09000008,Croydon,2010,Rented from Local Authority or Housing Association,72600,3.0
E09000009,Ealing,2010,Rented from Local Authority or Housing Association,62100,1.0
E09000010,Enfield,2010,Rented from Local Authority or Housing Association,54500,1.0
E09000011,Greenwich,2010,Rented from Local Authority or Housing Association,85300,4.0
E09000012,Hackney,2010,Rented from Local Authority or Housing Association,103300,4.0
E09000013,Hammersmith and Fulham,2010,Rented from Local Authority or Housing Association,59600,4.0
E09000014,Haringey,2010,Rented from Local Authority or Housing Association,77200,4.0
E09000015,Harrow,2010,Rented from Local Authority or Housing Association,32800,1.0
E09000016,Havering,2010,Rented from Local Authority or Housing Association,32200,2.0
E09000017,Hillingdon,2010,Rented from Local Authority or Housing Association,47400,2.0
E09000018,Hounslow,2010,Rented from Local Authority or Housing Association,57300,2.0
E09000019,Islington,2010,Rented from Local Authority or Housing Association,79900,4.0
E09000020,Kensington and Chelsea,2010,Rented from Local Authority or Housing Association,49500,4.0
E09000021,Kingston upon Thames,2010,Rented from Local Authority or Housing Association,19100,1.0
E09000022,Lambeth,2010,Rented from Local Authority or Housing Association,94500,4.0
E09000023,Lewisham,2010,Rented from Local Authority or Housing Association,83800,4.0
E09000024,Merton,2010,Rented from Local Authority or Housing Association,29400,1.0
E09000025,Newham,2010,Rented from Local Authority or Housing Association,80600,3.0
E09000026,Redbridge,2010,Rented from Local Authority or Housing Association,27700,1.0
E09000027,Richmond upon Thames,2010,Rented from Local Authority or Housing Association,23400,1.0
E09000028,Southwark,2010,Rented from Local Authority or Housing Association,124200,4.0
E09000029,Sutton,2010,Rented from Local Authority or Housing Association,23800,1.0
E09000030,Tower Hamlets,2010,Rented from Local Authority or Housing Association,109400,4.0
E09000031,Waltham Forest,2010,Rented from Local Authority or Housing Association,58700,2.0
E09000032,Wandsworth,2010,Rented from Local Authority or Housing Association,56400,2.0
E09000033,Westminster,2010,Rented from Local Authority or Housing Association,76400,3.0
E09000001,City of London,2011,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2011,Rented from Local Authority or Housing Association,62800,4.0
E09000003,Barnet,2011,Rented from Local Authority or Housing Association,63800,1.0
E09000004,Bexley,2011,Rented from Local Authority or Housing Association,32400,1.0
E09000005,Brent,2011,Rented from Local Authority or Housing Association,72200,2.0
E09000006,Bromley,2011,Rented from Local Authority or Housing Association,32200,1.0
E09000007,Camden,2011,Rented from Local Authority or Housing Association,87700,4.0
E09000008,Croydon,2011,Rented from Local Authority or Housing Association,73000,3.0
E09000009,Ealing,2011,Rented from Local Authority or Housing Association,71500,2.0
E09000010,Enfield,2011,Rented from Local Authority or Housing Association,46000,1.0
E09000011,Greenwich,2011,Rented from Local Authority or Housing Association,77300,4.0
E09000012,Hackney,2011,Rented from Local Authority or Housing Association,116300,4.0
E09000013,Hammersmith and Fulham,2011,Rented from Local Authority or Housing Association,55100,3.0
E09000014,Haringey,2011,Rented from Local Authority or Housing Association,65300,3.0
E09000015,Harrow,2011,Rented from Local Authority or Housing Association,27400,1.0
E09000016,Havering,2011,Rented from Local Authority or Housing Association,35800,2.0
E09000017,Hillingdon,2011,Rented from Local Authority or Housing Association,42000,1.0
E09000018,Hounslow,2011,Rented from Local Authority or Housing Association,49000,1.0
E09000019,Islington,2011,Rented from Local Authority or Housing Association,78900,4.0
E09000020,Kensington and Chelsea,2011,Rented from Local Authority or Housing Association,51800,4.0
E09000021,Kingston upon Thames,2011,Rented from Local Authority or Housing Association,27500,1.0
E09000022,Lambeth,2011,Rented from Local Authority or Housing Association,110300,4.0
E09000023,Lewisham,2011,Rented from Local Authority or Housing Association,81400,3.0
E09000024,Merton,2011,Rented from Local Authority or Housing Association,29400,1.0
E09000025,Newham,2011,Rented from Local Authority or Housing Association,76400,3.0
E09000026,Redbridge,2011,Rented from Local Authority or Housing Association,33000,1.0
E09000027,Richmond upon Thames,2011,Rented from Local Authority or Housing Association,17700,1.0
E09000028,Southwark,2011,Rented from Local Authority or Housing Association,130600,4.0
E09000029,Sutton,2011,Rented from Local Authority or Housing Association,22800,1.0
E09000030,Tower Hamlets,2011,Rented from Local Authority or Housing Association,114400,4.0
E09000031,Waltham Forest,2011,Rented from Local Authority or Housing Association,50700,2.0
E09000032,Wandsworth,2011,Rented from Local Authority or Housing Association,52200,2.0
E09000033,Westminster,2011,Rented from Local Authority or Housing Association,59200,3.0
E09000001,City of London,2012,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2012,Rented from Local Authority or Housing Association,65600,4.0
E09000003,Barnet,2012,Rented from Local Authority or Housing Association,49300,1.0
E09000004,Bexley,2012,Rented from Local Authority or Housing Association,31300,2.0
E09000005,Brent,2012,Rented from Local Authority or Housing Association,70800,2.0
E09000006,Bromley,2012,Rented from Local Authority or Housing Association,30600,1.0
E09000007,Camden,2012,Rented from Local Authority or Housing Association,82500,4.0
E09000008,Croydon,2012,Rented from Local Authority or Housing Association,40700,1.0
E09000009,Ealing,2012,Rented from Local Authority or Housing Association,51600,1.0
E09000010,Enfield,2012,Rented from Local Authority or Housing Association,61700,1.0
E09000011,Greenwich,2012,Rented from Local Authority or Housing Association,83000,4.0
E09000012,Hackney,2012,Rented from Local Authority or Housing Association,102900,4.0
E09000013,Hammersmith and Fulham,2012,Rented from Local Authority or Housing Association,57600,4.0
E09000014,Haringey,2012,Rented from Local Authority or Housing Association,78900,4.0
E09000015,Harrow,2012,Rented from Local Authority or Housing Association,29800,1.0
E09000016,Havering,2012,Rented from Local Authority or Housing Association,33100,2.0
E09000017,Hillingdon,2012,Rented from Local Authority or Housing Association,49200,1.0
E09000018,Hounslow,2012,Rented from Local Authority or Housing Association,40100,1.0
E09000019,Islington,2012,Rented from Local Authority or Housing Association,87800,4.0
E09000020,Kensington and Chelsea,2012,Rented from Local Authority or Housing Association,41700,3.0
E09000021,Kingston upon Thames,2012,Rented from Local Authority or Housing Association,17800,1.0
E09000022,Lambeth,2012,Rented from Local Authority or Housing Association,110700,4.0
E09000023,Lewisham,2012,Rented from Local Authority or Housing Association,79600,3.0
E09000024,Merton,2012,Rented from Local Authority or Housing Association,26100,1.0
E09000025,Newham,2012,Rented from Local Authority or Housing Association,97100,3.0
E09000026,Redbridge,2012,Rented from Local Authority or Housing Association,23300,1.0
E09000027,Richmond upon Thames,2012,Rented from Local Authority or Housing Association,14100,1.0
E09000028,Southwark,2012,Rented from Local Authority or Housing Association,124100,4.0
E09000029,Sutton,2012,Rented from Local Authority or Housing Association,23600,1.0
E09000030,Tower Hamlets,2012,Rented from Local Authority or Housing Association,108100,4.0
E09000031,Waltham Forest,2012,Rented from Local Authority or Housing Association,52100,2.0
E09000032,Wandsworth,2012,Rented from Local Authority or Housing Association,54300,1.0
E09000033,Westminster,2012,Rented from Local Authority or Housing Association,74500,3.0
E09000001,City of London,2013,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2013,Rented from Local Authority or Housing Association,69400,4.0
E09000003,Barnet,2013,Rented from Local Authority or Housing Association,44400,1.0
E09000004,Bexley,2013,Rented from Local Authority or Housing Association,38000,2.0
E09000005,Brent,2013,Rented from Local Authority or Housing Association,67100,2.0
E09000006,Bromley,2013,Rented from Local Authority or Housing Association,28400,1.0
E09000007,Camden,2013,Rented from Local Authority or Housing Association,87700,4.0
E09000008,Croydon,2013,Rented from Local Authority or Housing Association,51900,1.0
E09000009,Ealing,2013,Rented from Local Authority or Housing Association,55000,1.0
E09000010,Enfield,2013,Rented from Local Authority or Housing Association,60800,1.0
E09000011,Greenwich,2013,Rented from Local Authority or Housing Association,88600,4.0
E09000012,Hackney,2013,Rented from Local Authority or Housing Association,118200,4.0
E09000013,Hammersmith and Fulham,2013,Rented from Local Authority or Housing Association,51500,3.0
E09000014,Haringey,2013,Rented from Local Authority or Housing Association,68300,2.0
E09000015,Harrow,2013,Rented from Local Authority or Housing Association,26100,1.0
E09000016,Havering,2013,Rented from Local Authority or Housing Association,41900,2.0
E09000017,Hillingdon,2013,Rented from Local Authority or Housing Association,49900,1.0
E09000018,Hounslow,2013,Rented from Local Authority or Housing Association,46600,1.0
E09000019,Islington,2013,Rented from Local Authority or Housing Association,89200,4.0
E09000020,Kensington and Chelsea,2013,Rented from Local Authority or Housing Association,45900,3.0
E09000021,Kingston upon Thames,2013,Rented from Local Authority or Housing Association,17200,1.0
E09000022,Lambeth,2013,Rented from Local Authority or Housing Association,83500,2.0
E09000023,Lewisham,2013,Rented from Local Authority or Housing Association,80700,3.0
E09000024,Merton,2013,Rented from Local Authority or Housing Association,21300,1.0
E09000025,Newham,2013,Rented from Local Authority or Housing Association,86900,3.0
E09000026,Redbridge,2013,Rented from Local Authority or Housing Association,21300,1.0
E09000027,Richmond upon Thames,2013,Rented from Local Authority or Housing Association,19800,1.0
E09000028,Southwark,2013,Rented from Local Authority or Housing Association,124900,4.0
E09000029,Sutton,2013,Rented from Local Authority or Housing Association,25300,1.0
E09000030,Tower Hamlets,2013,Rented from Local Authority or Housing Association,124800,4.0
E09000031,Waltham Forest,2013,Rented from Local Authority or Housing Association,49200,2.0
E09000032,Wandsworth,2013,Rented from Local Authority or Housing Association,64600,2.0
E09000033,Westminster,2013,Rented from Local Authority or Housing Association,68100,3.0
E09000001,City of London,2014,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2014,Rented from Local Authority or Housing Association,70500,4.0
E09000003,Barnet,2014,Rented from Local Authority or Housing Association,45100,1.0
E09000004,Bexley,2014,Rented from Local Authority or Housing Association,39300,2.0
E09000005,Brent,2014,Rented from Local Authority or Housing Association,59200,1.0
E09000006,Bromley,2014,Rented from Local Authority or Housing Association,36000,1.0
E09000007,Camden,2014,Rented from Local Authority or Housing Association,85600,4.0
E09000008,Croydon,2014,Rented from Local Authority or Housing Association,68700,1.0
E09000009,Ealing,2014,Rented from Local Authority or Housing Association,49600,1.0
E09000010,Enfield,2014,Rented from Local Authority or Housing Association,58100,1.0
E09000011,Greenwich,2014,Rented from Local Authority or Housing Association,84100,4.0
E09000012,Hackney,2014,Rented from Local Authority or Housing Association,111800,4.0
E09000013,Hammersmith and Fulham,2014,Rented from Local Authority or Housing Association,45300,3.0
E09000014,Haringey,2014,Rented from Local Authority or Housing Association,83500,4.0
E09000015,Harrow,2014,Rented from Local Authority or Housing Association,19800,1.0
E09000016,Havering,2014,Rented from Local Authority or Housing Association,39700,2.0
E09000017,Hillingdon,2014,Rented from Local Authority or Housing Association,44100,1.0
E09000018,Hounslow,2014,Rented from Local Authority or Housing Association,48300,1.0
E09000019,Islington,2014,Rented from Local Authority or Housing Association,85100,4.0
E09000020,Kensington and Chelsea,2014,Rented from Local Authority or Housing Association,45400,3.0
E09000021,Kingston upon Thames,2014,Rented from Local Authority or Housing Association,14900,1.0
E09000022,Lambeth,2014,Rented from Local Authority or Housing Association,95800,3.0
E09000023,Lewisham,2014,Rented from Local Authority or Housing Association,76500,3.0
E09000024,Merton,2014,Rented from Local Authority or Housing Association,30400,1.0
E09000025,Newham,2014,Rented from Local Authority or Housing Association,104800,3.0
E09000026,Redbridge,2014,Rented from Local Authority or Housing Association,28600,1.0
E09000027,Richmond upon Thames,2014,Rented from Local Authority or Housing Association,15700,1.0
E09000028,Southwark,2014,Rented from Local Authority or Housing Association,115000,4.0
E09000029,Sutton,2014,Rented from Local Authority or Housing Association,20300,1.0
E09000030,Tower Hamlets,2014,Rented from Local Authority or Housing Association,139800,4.0
E09000031,Waltham Forest,2014,Rented from Local Authority or Housing Association,53000,1.0
E09000032,Wandsworth,2014,Rented from Local Authority or Housing Association,54600,2.0
E09000033,Westminster,2014,Rented from Local Authority or Housing Association,65500,3.0
E09000001,City of London,2015,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2015,Rented from Local Authority or Housing Association,52100,3.0
E09000003,Barnet,2015,Rented from Local Authority or Housing Association,66900,1.0
E09000004,Bexley,2015,Rented from Local Authority or Housing Association,36000,2.0
E09000005,Brent,2015,Rented from Local Authority or Housing Association,63600,2.0
E09000006,Bromley,2015,Rented from Local Authority or Housing Association,38300,1.0
E09000007,Camden,2015,Rented from Local Authority or Housing Association,97400,4.0
E09000008,Croydon,2015,Rented from Local Authority or Housing Association,73200,2.0
E09000009,Ealing,2015,Rented from Local Authority or Housing Association,50900,1.0
E09000010,Enfield,2015,Rented from Local Authority or Housing Association,64400,2.0
E09000011,Greenwich,2015,Rented from Local Authority or Housing Association,82900,3.0
E09000012,Hackney,2015,Rented from Local Authority or Housing Association,124200,4.0
E09000013,Hammersmith and Fulham,2015,Rented from Local Authority or Housing Association,52400,3.0
E09000014,Haringey,2015,Rented from Local Authority or Housing Association,81400,4.0
E09000015,Harrow,2015,Rented from Local Authority or Housing Association,23900,1.0
E09000016,Havering,2015,Rented from Local Authority or Housing Association,35400,2.0
E09000017,Hillingdon,2015,Rented from Local Authority or Housing Association,55900,1.0
E09000018,Hounslow,2015,Rented from Local Authority or Housing Association,50600,1.0
E09000019,Islington,2015,Rented from Local Authority or Housing Association,90500,4.0
E09000020,Kensington and Chelsea,2015,Rented from Local Authority or Housing Association,47100,3.0
E09000021,Kingston upon Thames,2015,Rented from Local Authority or Housing Association,19200,1.0
E09000022,Lambeth,2015,Rented from Local Authority or Housing Association,109100,4.0
E09000023,Lewisham,2015,Rented from Local Authority or Housing Association,77000,3.0
E09000024,Merton,2015,Rented from Local Authority or Housing Association,36900,1.0
E09000025,Newham,2015,Rented from Local Authority or Housing Association,92000,3.0
E09000026,Redbridge,2015,Rented from Local Authority or Housing Association,21500,1.0
E09000027,Richmond upon Thames,2015,Rented from Local Authority or Housing Association,9100,1.0
E09000028,Southwark,2015,Rented from Local Authority or Housing Association,134100,4.0
E09000029,Sutton,2015,Rented from Local Authority or Housing Association,22400,1.0
E09000030,Tower Hamlets,2015,Rented from Local Authority or Housing Association,144000,4.0
E09000031,Waltham Forest,2015,Rented from Local Authority or Housing Association,45400,1.0
