Code,Area,Year,Housing Category,Value,Rank
E09000022,Lambeth,2017,Rented from Private landlord,76700,2.0
E09000023,Lewisham,2017,Rented from Private landlord,62600,2.0
E09000024,Merton,2017,Rented from Private landlord,46500,2.0
E09000025,Newham,2017,Rented from Private landlord,137700,4.0
E09000026,Redbridge,2017,Rented from Private landlord,90700,3.0
E09000027,Richmond upon Thames,2017,Rented from Private landlord,37800,2.0
E09000028,Southwark,2017,Rented from Private landlord,76100,2.0
E09000029,Sutton,2017,Rented from Private landlord,28800,2.0
E09000030,Tower Hamlets,2017,Rented from Private landlord,106900,3.0
E09000031,Waltham Forest,2017,Rented from Private landlord,71700,3.0
E09000032,Wandsworth,2017,Rented from Private landlord,104700,3.0
E09000033,Westminster,2017,Rented from Private landlord,90200,4.0
E09000001,City of London,2018,Rented from Private landlord,,
E09000002,Barking and Dagenham,2018,Rented from Private landlord,49700,2.0
E09000003,Barnet,2018,Rented from Private landlord,97900,2.0
E09000004,Bexley,2018,Rented from Private landlord,39600,2.0
E09000005,Brent,2018,Rented from Private landlord,107900,4.0
E09000006,Bromley,2018,Rented from Private landlord,70400,2.0
E09000007,Camden,2018,Rented from Private landlord,72100,3.0
E09000008,Croydon,2018,Rented from Private landlord,92700,3.0
E09000009,Ealing,2018,Rented from Private landlord,83200,2.0
E09000010,Enfield,2018,Rented from Private landlord,94500,4.0
E09000011,Greenwich,2018,Rented from Private landlord,53100,1.0
E09000012,Hackney,2018,Rented from Private landlord,66500,3.0
E09000013,Hammersmith and Fulham,2018,Rented from Private landlord,58200,4.0
E09000014,Haringey,2018,Rented from Private landlord,93900,4.0
E09000015,Harrow,2018,Rented from Private landlord,83800,4.0
E09000016,Havering,2018,Rented from Private landlord,33600,1.0
E09000017,Hillingdon,2018,Rented from Private landlord,65100,3.0
E09000018,Hounslow,2018,Rented from Private landlord,74400,3.0
E09000019,Islington,2018,Rented from Private landlord,69300,3.0
E09000020,Kensington and Chelsea,2018,Rented from Private landlord,44100,3.0
E09000021,Kingston upon Thames,2018,Rented from Private landlord,50500,3.0
E09000022,Lambeth,2018,Rented from Private landlord,79500,2.0
E09000023,Lewisham,2018,Rented from Private landlord,69400,2.0
E09000024,Merton,2018,Rented from Private landlord,54900,3.0
E09000025,Newham,2018,Rented from Private landlord,94800,3.0
E09000026,Redbridge,2018,Rented from Private landlord,96900,3.0
E09000027,Richmond upon Thames,2018,Rented from Private landlord,34700,2.0
E09000028,Southwark,2018,Rented from Private landlord,76700,2.0
E09000029,Sutton,2018,Rented from Private landlord,47300,2.0
E09000030,Tower Hamlets,2018,Rented from Private landlord,109400,3.0
E09000031,Waltham Forest,2018,Rented from Private landlord,51600,1.0
E09000032,Wandsworth,2018,Rented from Private landlord,84600,3.0
E09000033,Westminster,2018,Rented from Private landlord,84800,4.0
E09000001,City of London,2019,Rented from Private landlord,,
E09000002,Barking and Dagenham,2019,Rented from Private landlord,65500,3.0
E09000003,Barnet,2019,Rented from Private landlord,112700,3.0
E09000004,Bexley,2019,Rented from Private landlord,40900,2.0
E09000005,Brent,2019,Rented from Private landlord,122100,4.0
E09000006,Bromley,2019,Rented from Private landlord,68400,2.0
E09000007,Camden,2019,Rented from Private landlord,69200,3.0
E09000008,Croydon,2019,Rented from Private landlord,114200,3.0
E09000009,Ealing,2019,Rented from Private landlord,110200,3.0
E09000010,Enfield,2019,Rented from Private landlord,88000,3.0
E09000011,Greenwich,2019,Rented from Private landlord,59300,2.0
E09000012,Hackney,2019,Rented from Private landlord,81200,3.0
E09000013,Hammersmith and Fulham,2019,Rented from Private landlord,55700,4.0
E09000014,Haringey,2019,Rented from Private landlord,87200,4.0
E09000015,Harrow,2019,Rented from Private landlord,74700,3.0
E09000016,Havering,2019,Rented from Private landlord,31800,1.0
E09000017,Hillingdon,2019,Rented from Private landlord,94200,3.0
E09000018,Hounslow,2019,Rented from Private landlord,81000,4.0
E09000019,Islington,2019,Rented from Private landlord,56100,3.0
E09000020,Kensington and Chelsea,2019,Rented from Private landlord,45500,3.0
E09000021,Kingston upon Thames,2019,Rented from Private landlord,47900,2.0
E09000022,Lambeth,2019,Rented from Private landlord,83200,2.0
E09000023,Lewisham,2019,Rented from Private landlord,70300,2.0
E09000024,Merton,2019,Rented from Private landlord,58900,3.0
E09000025,Newham,2019,Rented from Private landlord,123600,4.0
E09000026,Redbridge,2019,Rented from Private landlord,110400,4.0
E09000027,Richmond upon Thames,2019,Rented from Private landlord,34400,2.0
E09000028,Southwark,2019,Rented from Private landlord,67400,2.0
E09000029,Sutton,2019,Rented from Private landlord,38500,2.0
E09000030,Tower Hamlets,2019,Rented from Private landlord,101800,3.0
E09000031,Waltham Forest,2019,Rented from Private landlord,72900,3.0
E09000032,Wandsworth,2019,Rented from Private landlord,107100,4.0
E09000033,Westminster,2019,Rented from Private landlord,83500,4.0
E09000001,City of London,2020,Rented from Private landlord,,
E09000002,Barking and Dagenham,2020,Rented from Private landlord,50000,2.0
E09000003,Barnet,2020,Rented from Private landlord,107000,3.0
E09000004,Bexley,2020,Rented from Private landlord,42100,1.0
E09000005,Brent,2020,Rented from Private landlord,107300,4.0
E09000006,Bromley,2020,Rented from Private landlord,45300,2.0
E09000007,Camden,2020,Rented from Private landlord,67400,3.0
E09000008,Croydon,2020,Rented from Private landlord,98000,3.0
E09000009,Ealing,2020,Rented from Private landlord,116700,4.0
E09000010,Enfield,2020,Rented from Private landlord,70200,2.0
E09000011,Greenwich,2020,Rented from Private landlord,78600,2.0
E09000012,Hackney,2020,Rented from Private landlord,94100,3.0
E09000013,Hammersmith and Fulham,2020,Rented from Private landlord,62700,4.0
E09000014,Haringey,2020,Rented from Private landlord,86900,4.0
E09000015,Harrow,2020,Rented from Private landlord,53200,2.0
E09000016,Havering,2020,Rented from Private landlord,52800,2.0
E09000017,Hillingdon,2020,Rented from Private landlord,59900,2.0
E09000018,Hounslow,2020,Rented from Private landlord,84200,3.0
E09000019,Islington,2020,Rented from Private landlord,51800,2.0
E09000020,Kensington and Chelsea,2020,Rented from Private landlord,50800,4.0
E09000021,Kingston upon Thames,2020,Rented from Private landlord,37300,2.0
E09000022,Lambeth,2020,Rented from Private landlord,100600,4.0
E09000023,Lewisham,2020,Rented from Private landlord,66000,2.0
E09000024,Merton,2020,Rented from Private landlord,69400,4.0
E09000025,Newham,2020,Rented from Private landlord,128100,4.0
E09000026,Redbridge,2020,Rented from Private landlord,100900,3.0
E09000027,Richmond upon Thames,2020,Rented from Private landlord,29400,2.0
E09000028,Southwark,2020,Rented from Private landlord,87900,2.0
E09000029,Sutton,2020,Rented from Private landlord,49600,2.0
E09000030,Tower Hamlets,2020,Rented from Private landlord,110100,3.0
E09000031,Waltham Forest,2020,Rented from Private landlord,56500,3.0
E09000032,Wandsworth,2020,Rented from Private landlord,107900,3.0
E09000033,Westminster,2020,Rented from Private landlord,65700,3.0
